"TaxaID","source","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","method","adjusted_p_value","score","significant","Kingdom","Phylum","Class","Order","Family","Genus","Species","significant_in_deseq2.x","significant_in_aldex2.x","significant_in_lefse.x","significant_in_deseq2.y","significant_in_aldex2.y","significant_in_lefse.y","n_methods","is_significant"
"ASV81","DESeq2",85.8739999352847,-1.20735833507156,2.05200894270233,-1.44765517188984,0.147713512901354,0.230891995894349,"deseq2",0.230891995894349,-1.20735833507156,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Pseudophaeobacter",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV82","DESeq2",44.2008197471181,0.614081691584677,0.469233219079938,1.3097030272669,0.190296319085256,0.27852461247933,"deseq2",0.27852461247933,0.614081691584677,FALSE,"Bacteria","Dadabacteria","Dadabacteriia","Dadabacteriales",NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV85","DESeq2",54.2503216277594,-0.23211315258527,1.15538653534597,-0.200890716462928,0.84078402692851,0.889389998777711,"deseq2",0.889389998777711,-0.23211315258527,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","SAR86 clade",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV9","DESeq2",491.781312227012,-1.70678750790053,2.04041570990792,-0.967765332198254,0.33316158133265,0.409458126676006,"deseq2",0.409458126676006,-1.70678750790053,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Glaciecola",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV916","DESeq2",40.5805001943687,-1.19888224910118,2.05080864322332,-1.25057481990999,0.211089642103722,0.300260269259179,"deseq2",0.300260269259179,-1.19888224910118,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Saccharospirillaceae",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV92","DESeq2",29.4044489907716,-5.15043800934096,1.66620395606212,-3.09110604773144,0.0019941240040042,0.00663849509017032,"deseq2",0.00663849509017032,-5.15043800934096,TRUE,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Coraliomargarita",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV95","DESeq2",40.6962315259706,-5.49823981215696,1.67260663104972,-3.28725798865108,0.00101168104306937,0.00407201619835423,"deseq2",0.00407201619835423,-5.49823981215696,TRUE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ib",NA,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,1,TRUE
"ASV954","DESeq2",28.6358628411443,-1.22354864863222,2.05509914313626,-1.172482668727,0.241003326366325,0.32067384747916,"deseq2",0.32067384747916,-1.22354864863222,FALSE,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halieaceae","OM60(NOR5) clade",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV971","DESeq2",19.8545241963883,-1.31324388175242,2.06805208421394,-1.11410378150503,0.265234666559424,0.331029312527653,"deseq2",0.331029312527653,-1.31324388175242,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia",NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
"ASV998","DESeq2",20.7717859375972,-1.31750579308511,2.0685347324945,-1.12753694361557,0.259515529870918,0.329623807645793,"deseq2",0.329623807645793,-1.31750579308511,FALSE,"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade II",NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE
